DEPADM;DepBol;NomeDepBol;codRMet;codmun;mun;SERIE_ANO;cod_per;periodo;co_comp;ds_comp;medprof
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;1;MANHA;2;MATEMÁTICA;285,6
1;1;Rede Estadual;4;254;CARAGUATATUBA;EM-3ª série;3;NOITE;2;MATEMÁTICA;273,3
1;1;Rede Estadual;4;282;CRUZEIRO;9º Ano EF;1;MANHA;2;MATEMÁTICA;256,7
1;1;Rede Estadual;4;282;CRUZEIRO;9º Ano EF;2;TARDE;2;MATEMÁTICA;254,5
1;1;Rede Estadual;4;282;CRUZEIRO;EM-3ª série;1;MANHA;2;MATEMÁTICA;284
1;1;Rede Estadual;4;282;CRUZEIRO;EM-3ª série;2;TARDE;2;MATEMÁTICA;258,6
1;1;Rede Estadual;4;282;CRUZEIRO;EM-3ª série;3;NOITE;2;MATEMÁTICA;273,1
1;1;Rede Estadual;4;284;CUNHA;3º Ano EF;2;TARDE;2;MATEMÁTICA;182,5
1;1;Rede Estadual;4;284;CUNHA;5º Ano EF;2;TARDE;2;MATEMÁTICA;207,4
1;1;Rede Estadual;4;284;CUNHA;9º Ano EF;1;MANHA;2;MATEMÁTICA;267,7
1;1;Rede Estadual;4;284;CUNHA;9º Ano EF;2;TARDE;2;MATEMÁTICA;258
1;1;Rede Estadual;4;284;CUNHA;EM-3ª série;1;MANHA;2;MATEMÁTICA;299,1
1;1;Rede Estadual;4;284;CUNHA;EM-3ª série;2;TARDE;2;MATEMÁTICA;279
1;1;Rede Estadual;4;284;CUNHA;EM-3ª série;3;NOITE;2;MATEMÁTICA;276,1
1;1;Rede Estadual;4;332;GUARATINGUETA;9º Ano EF;1;MANHA;2;MATEMÁTICA;251,3
1;1;Rede Estadual;4;332;GUARATINGUETA;9º Ano EF;2;TARDE;2;MATEMÁTICA;261,5
1;1;Rede Estadual;4;332;GUARATINGUETA;EM-3ª série;1;MANHA;2;MATEMÁTICA;287,4
