DEPADM,DepBol,NomeDepBol,codRMet,CODMUN,MUN,SERIE_ANO,cod_per,periodo,co_comp,ds_comp,medprof
1,1,Rede Estadual,5,157,ALFREDO MARCONDES,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,233.4
1,1,Rede Estadual,5,157,ALFREDO MARCONDES,EM-3ª série,9,GERAL,2,MATEMÁTICA,239.8
1,1,Rede Estadual,5,158,ALTAIR,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,232.2
1,1,Rede Estadual,5,158,ALTAIR,9º Ano EF,9,GERAL,2,MATEMÁTICA,233.7
1,1,Rede Estadual,5,158,ALTAIR,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,239.9
1,1,Rede Estadual,5,158,ALTAIR,EM-3ª série,9,GERAL,2,MATEMÁTICA,251.4
1,1,Rede Estadual,6,159,ALTINOPOLIS,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,236.3
1,1,Rede Estadual,6,159,ALTINOPOLIS,9º Ano EF,9,GERAL,2,MATEMÁTICA,245.1
1,1,Rede Estadual,6,159,ALTINOPOLIS,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,257.4
1,1,Rede Estadual,6,159,ALTINOPOLIS,EM-3ª série,9,GERAL,2,MATEMÁTICA,259.6
1,1,Rede Estadual,5,160,ALTO ALEGRE,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,228.5
1,1,Rede Estadual,5,160,ALTO ALEGRE,9º Ano EF,9,GERAL,2,MATEMÁTICA,242.7
1,1,Rede Estadual,5,160,ALTO ALEGRE,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,247.9
1,1,Rede Estadual,5,160,ALTO ALEGRE,EM-3ª série,9,GERAL,2,MATEMÁTICA,255.2
1,1,Rede Estadual,5,161,ALVARES FLORENCE,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,243.8
1,1,Rede Estadual,5,161,ALVARES FLORENCE,9º Ano EF,9,GERAL,2,MATEMÁTICA,260.4
1,1,Rede Estadual,5,161,ALVARES FLORENCE,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,255.3
1,1,Rede Estadual,5,161,ALVARES FLORENCE,EM-3ª série,9,GERAL,2,MATEMÁTICA,251.8
1,1,Rede Estadual,5,162,ALVARES MACHADO,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,260.3
1,1,Rede Estadual,5,162,ALVARES MACHADO,EM-3ª série,9,GERAL,2,MATEMÁTICA,270.4
1,1,Rede Estadual,5,163,ALVARO DE CARVALHO,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,219.3
1,1,Rede Estadual,5,163,ALVARO DE CARVALHO,9º Ano EF,9,GERAL,2,MATEMÁTICA,229.8
